n,generations,population_size,mutation_type,p_m,crossover_type,p_c,fitness_val,abs_fitness_val,execution_time,execution_time_brute_force,err,err_percentage,exec_time_rate
5,80000,200,swap,0.4,pmx,0.6000000000000001,6929.25,6473.75,0.0112,0.0013,455.5,7.036107356632556,0.115545564738292
5,80000,200,swap,0.6000000000000001,pmx,0.6000000000000001,7029.75,6473.75,0.0148,0.0013,556.0,8.588530604363783,0.08780629327836645
5,80000,200,swap,0.8000000000000002,pmx,0.6000000000000001,6929.25,6473.75,0.0114,0.0013,455.5,7.036107356632556,0.11369995829510383
5,80000,200,swap,0.4,pmx,0.8000000000000002,6860.25,6473.75,0.0138,0.0013,386.5,5.970264529832008,0.09375324885228425
5,80000,200,swap,0.6000000000000001,pmx,0.8000000000000002,6860.25,6473.75,0.0131,0.0013,386.5,5.970264529832008,0.09859136063647048
5,80000,200,swap,0.8000000000000002,pmx,0.8000000000000002,6801.75,6473.75,0.0119,0.0013,328.0,5.066615176675029,0.1085612073428105
5,80000,200,swap,0.4,order,0.4,7244.25,6473.75,0.0100,0.0013,770.5,11.901911565939372,0.12875077213695396
5,80000,200,swap,0.6000000000000001,order,0.4,7289.75,6473.75,0.0092,0.0013,816.0,12.604749951728138,0.14104700708779552
5,80000,200,swap,0.8000000000000002,order,0.4,7325.75,6473.75,0.0092,0.0013,852.0,13.160841861363195,0.1403499407979408
5,80000,200,swap,0.4,order,0.6000000000000001,7089.75,6473.75,0.0169,0.0013,616.0,9.515350453755545,0.07654376640696287
5,80000,200,swap,0.6000000000000001,order,0.6000000000000001,7217.25,6473.75,0.0113,0.0013,743.5,11.484842633713072,0.11447576578278852
5,80000,200,swap,0.8000000000000002,order,0.6000000000000001,7089.75,6473.75,0.0119,0.0013,616.0,9.515350453755545,0.1086174342629482
5,80000,200,swap,0.4,order,0.8000000000000002,7029.75,6473.75,0.0141,0.0013,556.0,8.588530604363783,0.09190128600562943
5,80000,200,swap,0.6000000000000001,order,0.8000000000000002,6965.25,6473.75,0.0131,0.0013,491.5,7.592199266267613,0.09860740740740741
5,80000,200,swap,0.8000000000000002,order,0.8000000000000002,7029.75,6473.75,0.0115,0.0013,556.0,8.588530604363783,0.11282242959713629
5,80000,200,insert,0.4,pmx,0.4,7253.75,6473.75,0.0098,0.0013,780.0,12.048658042093066,0.13178477824773413
5,80000,200,insert,0.6000000000000001,pmx,0.4,7109.75,6473.75,0.0092,0.0013,636.0,9.824290403552808,0.14014432364356028
5,80000,200,insert,0.8000000000000002,pmx,0.4,7244.25,6473.75,0.0084,0.0013,770.5,11.901911565939372,0.15367648036977535
5,80000,200,insert,0.4,pmx,0.6000000000000001,6880.25,6473.75,0.0214,0.0013,406.5,6.279204479629271,0.06053260210708616
5,80000,200,insert,0.6000000000000001,pmx,0.6000000000000001,7089.75,6473.75,0.0105,0.0013,616.0,9.515350453755545,0.12310842383328441
5,80000,200,insert,0.8000000000000002,pmx,0.6000000000000001,6929.25,6473.75,0.0108,0.0013,455.5,7.036107356632556,0.11965842696629213
5,80000,200,insert,0.4,pmx,0.8000000000000002,6707.75,6473.75,0.0125,0.0013,234.0,3.6145974126279157,0.10381940594059405
5,80000,200,insert,0.6000000000000001,pmx,0.8000000000000002,6857.75,6473.75,0.0130,0.0013,384.0,5.93164703610735,0.09997790898089405
5,80000,200,insert,0.8000000000000002,pmx,0.8000000000000002,6860.25,6473.75,0.0128,0.0013,386.5,5.970264529832008,0.10148705864835185
5,80000,200,insert,0.4,order,0.4,7253.75,6473.75,0.0092,0.0013,780.0,12.048658042093066,0.14064317366968454
5,80000,200,insert,0.6000000000000001,order,0.4,7323.75,6473.75,0.0087,0.0013,850.0,13.129947866383475,0.14814016898959437
5,80000,200,insert,0.8000000000000002,order,0.4,7289.75,6473.75,0.0081,0.0013,816.0,12.604749951728138,0.15888904041728588
5,80000,200,insert,0.4,order,0.6000000000000001,7029.75,6473.75,0.0108,0.0013,556.0,8.588530604363783,0.12036899710810392
5,80000,200,insert,0.6000000000000001,order,0.6000000000000001,7168.25,6473.75,0.0107,0.0013,694.5,10.727939756709787,0.12102892657373701
5,80000,200,insert,0.8000000000000002,order,0.6000000000000001,7109.75,6473.75,0.0114,0.0013,636.0,9.824290403552808,0.11383050875764597
5,80000,200,insert,0.4,order,0.8000000000000002,7109.75,6473.75,0.0131,0.0013,636.0,9.824290403552808,0.09857175500759273
5,80000,200,insert,0.6000000000000001,order,0.8000000000000002,7029.75,6473.75,0.0121,0.0013,556.0,8.588530604363783,0.10729019893351173
5,80000,200,insert,0.8000000000000002,order,0.8000000000000002,6929.25,6473.75,0.0118,0.0013,455.5,7.036107356632556,0.1098427719580983
5,80000,200,scramble,0.4,pmx,0.4,7217.25,6473.75,0.0093,0.0013,743.5,11.484842633713072,0.13934564784053155
