n,generations,population_size,selection_type,mutation_type,p_m,crossover_type,p_c,fitness_val,abs_fitness_val,execution_time,execution_time_brute_force,err,err_percentage,exec_time_rate
5,100,50,elitist,insert,0.8000000000000002,order,0.4,7349.25,6473.75,0.0027,0.0013,875.5,13.523846302374977,0.47758563545589905
5,100,50,elitist,insert,0.4,order,0.6000000000000001,7251.75,6473.75,0.0034,0.0013,778.0,12.017764047113346,0.3817541972974865
5,100,50,elitist,insert,0.6000000000000001,order,0.6000000000000001,6965.25,6473.75,0.0028,0.0013,491.5,7.592199266267613,0.45328748856929085
5,100,50,elitist,insert,0.8000000000000002,order,0.6000000000000001,7244.25,6473.75,0.0023,0.0013,770.5,11.901911565939372,0.547889389067524
5,100,50,elitist,insert,0.4,order,0.8000000000000002,6929.25,6473.75,0.0033,0.0013,455.5,7.036107356632556,0.3937744782263306
5,100,50,elitist,insert,0.6000000000000001,order,0.8000000000000002,6801.75,6473.75,0.0033,0.0013,328.0,5.066615176675029,0.3835264261095871
5,100,50,elitist,insert,0.8000000000000002,order,0.8000000000000002,6965.25,6473.75,0.0035,0.0013,491.5,7.592199266267613,0.3675493899561847
5,100,50,elitist,scramble,0.4,pmx,0.4,7109.75,6473.75,0.0026,0.0013,636.0,9.824290403552808,0.4973180591025173
5,100,50,elitist,scramble,0.6000000000000001,pmx,0.4,7361.25,6473.75,0.0024,0.0013,887.5,13.70921027225333,0.53248
5,100,50,elitist,scramble,0.8000000000000002,pmx,0.4,7289.75,6473.75,0.0019,0.0013,816.0,12.604749951728138,0.6690300858895705
5,100,50,elitist,scramble,0.4,pmx,0.6000000000000001,6880.25,6473.75,0.0027,0.0013,406.5,6.279204479629271,0.47319232838670483
5,100,50,elitist,scramble,0.6000000000000001,pmx,0.6000000000000001,7217.25,6473.75,0.0030,0.0013,743.5,11.484842633713072,0.4224198326619151
5,100,50,elitist,scramble,0.8000000000000002,pmx,0.6000000000000001,6880.25,6473.75,0.0029,0.0013,406.5,6.279204479629271,0.4448193179964105
5,100,50,elitist,scramble,0.4,pmx,0.8000000000000002,6857.75,6473.75,0.0039,0.0013,384.0,5.93164703610735,0.32620970385880943
5,100,50,elitist,scramble,0.6000000000000001,pmx,0.8000000000000002,6965.25,6473.75,0.0036,0.0013,491.5,7.592199266267613,0.35609947753396026
5,100,50,elitist,scramble,0.8000000000000002,pmx,0.8000000000000002,6801.75,6473.75,0.0031,0.0013,328.0,5.066615176675029,0.40672797254960463
5,100,50,elitist,scramble,0.4,order,0.4,7184.25,6473.75,0.0024,0.0013,710.5,10.975091716547595,0.5328963252541048
5,100,50,elitist,scramble,0.6000000000000001,order,0.4,7251.75,6473.75,0.0024,0.0013,778.0,12.017764047113346,0.527279296006189
5,100,50,elitist,scramble,0.8000000000000002,order,0.4,7251.75,6473.75,0.0022,0.0013,778.0,12.017764047113346,0.5665622610141313
5,100,50,elitist,scramble,0.4,order,0.6000000000000001,7029.75,6473.75,0.0030,0.0013,556.0,8.588530604363783,0.4255185890432339
5,100,50,elitist,scramble,0.6000000000000001,order,0.6000000000000001,7289.75,6473.75,0.0026,0.0013,816.0,12.604749951728138,0.48445981341625943
5,100,50,elitist,scramble,0.8000000000000002,order,0.6000000000000001,6929.25,6473.75,0.0024,0.0013,455.5,7.036107356632556,0.5312866803079022
5,100,50,elitist,scramble,0.4,order,0.8000000000000002,6880.25,6473.75,0.0037,0.0013,406.5,6.279204479629271,0.34295208503679475
5,100,50,elitist,scramble,0.6000000000000001,order,0.8000000000000002,6965.25,6473.75,0.0035,0.0013,491.5,7.592199266267613,0.3673512901704507
5,100,50,elitist,scramble,0.8000000000000002,order,0.8000000000000002,7251.75,6473.75,0.0031,0.0013,778.0,12.017764047113346,0.4069100895522388
5,100,50,elitist,reverse,0.4,pmx,0.4,7244.25,6473.75,0.0023,0.0013,770.5,11.901911565939372,0.5619494177058642
5,100,50,elitist,reverse,0.6000000000000001,pmx,0.4,7184.25,6473.75,0.0020,0.0013,710.5,10.975091716547595,0.6285412334293948
5,100,50,elitist,reverse,0.8000000000000002,pmx,0.4,7343.75,6473.75,0.0019,0.0013,870.0,13.438887816180724,0.665275158613958
5,100,50,elitist,reverse,0.4,pmx,0.6000000000000001,7089.75,6473.75,0.0030,0.0013,616.0,9.515350453755545,0.42994757924617566
5,100,50,elitist,reverse,0.6000000000000001,pmx,0.6000000000000001,7029.75,6473.75,0.0026,0.0013,556.0,8.588530604363783,0.49831796746481444
5,100,50,elitist,reverse,0.8000000000000002,pmx,0.6000000000000001,6929.25,6473.75,0.0024,0.0013,455.5,7.036107356632556,0.532532005078621
5,100,50,elitist,reverse,0.4,pmx,0.8000000000000002,6671.75,6473.75,0.0041,0.0013,198.0,3.0585055029928583,0.3102825470892847
5,100,50,elitist,reverse,0.6000000000000001,pmx,0.8000000000000002,6880.25,6473.75,0.0031,0.0013,406.5,6.279204479629271,0.41740757865727623
5,100,50,elitist,reverse,0.8000000000000002,pmx,0.8000000000000002,6860.25,6473.75,0.0028,0.0013,386.5,5.970264529832008,0.4485517604475156
5,100,50,elitist,reverse,0.4,order,0.4,7361.25,6473.75,0.0021,0.0013,887.5,13.70921027225333,0.6048358513588463
5,100,50,elitist,reverse,0.6000000000000001,order,0.4,7343.75,6473.75,0.0020,0.0013,870.0,13.438887816180724,0.649969626892359
5,100,50,elitist,reverse,0.8000000000000002,order,0.4,7343.75,6473.75,0.0020,0.0013,870.0,13.438887816180724,0.636613566841798
5,100,50,elitist,reverse,0.4,order,0.6000000000000001,7184.25,6473.75,0.0028,0.0013,710.5,10.975091716547595,0.45816277623729096
5,100,50,elitist,reverse,0.6000000000000001,order,0.6000000000000001,7089.75,6473.75,0.0026,0.0013,616.0,9.515350453755545,0.4864045673505798
5,100,50,elitist,reverse,0.8000000000000002,order,0.6000000000000001,7119.75,6473.75,0.0024,0.0013,646.0,9.97876037845144,0.5410394125818615
5,100,50,elitist,reverse,0.4,order,0.8000000000000002,6860.25,6473.75,0.0030,0.0013,386.5,5.970264529832008,0.42004431091595407
5,100,50,elitist,reverse,0.6000000000000001,order,0.8000000000000002,7029.75,6473.75,0.0030,0.0013,556.0,8.588530604363783,0.42916924045651317
5,100,50,elitist,reverse,0.8000000000000002,order,0.8000000000000002,7109.75,6473.75,0.0028,0.0013,636.0,9.824290403552808,0.45959163857046526
5,100,100,elitist,swap,0.4,pmx,0.4,7251.75,6473.75,0.0049,0.0013,778.0,12.017764047113346,0.26098962282213284
5,100,100,elitist,swap,0.6000000000000001,pmx,0.4,7251.75,6473.75,0.0042,0.0013,778.0,12.017764047113346,0.30856177918623734
5,100,100,elitist,swap,0.8000000000000002,pmx,0.4,7289.75,6473.75,0.0041,0.0013,816.0,12.604749951728138,0.3138364913088523
5,100,100,elitist,swap,0.4,pmx,0.6000000000000001,7029.75,6473.75,0.0056,0.0013,556.0,8.588530604363783,0.23071955316718148
5,100,100,elitist,swap,0.6000000000000001,pmx,0.6000000000000001,7029.75,6473.75,0.0053,0.0013,556.0,8.588530604363783,0.24266111259457052
5,100,100,elitist,swap,0.8000000000000002,pmx,0.6000000000000001,7029.75,6473.75,0.0050,0.0013,556.0,8.588530604363783,0.2587847745609872
5,100,100,elitist,swap,0.4,pmx,0.8000000000000002,6857.75,6473.75,0.0070,0.0013,384.0,5.93164703610735,0.18548765818478705
5,100,100,elitist,swap,0.6000000000000001,pmx,0.8000000000000002,6929.25,6473.75,0.0069,0.0013,455.5,7.036107356632556,0.18640076575960618
5,100,100,elitist,swap,0.8000000000000002,pmx,0.8000000000000002,6880.25,6473.75,0.0057,0.0013,406.5,6.279204479629271,0.22704956069123464
5,100,100,elitist,swap,0.4,order,0.4,7244.25,6473.75,0.0052,0.0013,770.5,11.901911565939372,0.24699199130277222
5,100,100,elitist,swap,0.6000000000000001,order,0.4,7289.75,6473.75,0.0042,0.0013,816.0,12.604749951728138,0.3085443186962426
5,100,100,elitist,swap,0.8000000000000002,order,0.4,7244.25,6473.75,0.0041,0.0013,770.5,11.901911565939372,0.3131156081313885
5,100,100,elitist,swap,0.4,order,0.6000000000000001,7109.75,6473.75,0.0052,0.0013,636.0,9.824290403552808,0.2468354549569941
5,100,100,elitist,swap,0.6000000000000001,order,0.6000000000000001,7089.75,6473.75,0.0058,0.0013,616.0,9.515350453755545,0.22248225885425166
5,100,100,elitist,swap,0.8000000000000002,order,0.6000000000000001,7109.75,6473.75,0.0055,0.0013,636.0,9.824290403552808,0.23510672645739908
5,100,100,elitist,swap,0.4,order,0.8000000000000002,7089.75,6473.75,0.0066,0.0013,616.0,9.515350453755545,0.19554566059388895
5,100,100,elitist,swap,0.6000000000000001,order,0.8000000000000002,6965.25,6473.75,0.0060,0.0013,491.5,7.592199266267613,0.2146691023622047
5,100,100,elitist,swap,0.8000000000000002,order,0.8000000000000002,7029.75,6473.75,0.0056,0.0013,556.0,8.588530604363783,0.23175905130275853
5,100,100,elitist,insert,0.4,pmx,0.4,7289.75,6473.75,0.0051,0.0013,816.0,12.604749951728138,0.25222477564992135
5,100,100,elitist,insert,0.6000000000000001,pmx,0.4,7244.25,6473.75,0.0042,0.0013,770.5,11.901911565939372,0.3072923354373309
5,100,100,elitist,insert,0.8000000000000002,pmx,0.4,7244.25,6473.75,0.0040,0.0013,770.5,11.901911565939372,0.32348096820123395
5,100,100,elitist,insert,0.4,pmx,0.6000000000000001,7119.75,6473.75,0.0056,0.0013,646.0,9.97876037845144,0.2320944621802239
5,100,100,elitist,insert,0.6000000000000001,pmx,0.6000000000000001,7168.25,6473.75,0.0051,0.0013,694.5,10.727939756709787,0.2522597825584085
5,100,100,elitist,insert,0.8000000000000002,pmx,0.6000000000000001,7119.75,6473.75,0.0047,0.0013,646.0,9.97876037845144,0.27166534801454834
5,100,100,elitist,insert,0.4,pmx,0.8000000000000002,6880.25,6473.75,0.0062,0.0013,406.5,6.279204479629271,0.20644385885203695
5,100,100,elitist,insert,0.6000000000000001,pmx,0.8000000000000002,6929.25,6473.75,0.0060,0.0013,455.5,7.036107356632556,0.21455084599039898
5,100,100,elitist,insert,0.8000000000000002,pmx,0.8000000000000002,7029.75,6473.75,0.0057,0.0013,556.0,8.588530604363783,0.2277798980700142
5,100,100,elitist,insert,0.4,order,0.4,7253.75,6473.75,0.0047,0.0013,780.0,12.048658042093066,0.27615068118511016
5,100,100,elitist,insert,0.6000000000000001,order,0.4,7253.75,6473.75,0.0046,0.0013,780.0,12.048658042093066,0.2773587262831273
5,100,100,elitist,insert,0.8000000000000002,order,0.4,7251.75,6473.75,0.0039,0.0013,778.0,12.017764047113346,0.32946194561933534
5,100,100,elitist,insert,0.4,order,0.6000000000000001,7217.25,6473.75,0.0054,0.0013,743.5,11.484842633713072,0.23909647884235913
5,100,100,elitist,insert,0.6000000000000001,order,0.6000000000000001,7217.25,6473.75,0.0052,0.0013,743.5,11.484842633713072,0.24556814988290396
5,100,100,elitist,insert,0.8000000000000002,order,0.6000000000000001,7244.25,6473.75,0.0048,0.0013,770.5,11.901911565939372,0.26836279161334775
5,100,100,elitist,insert,0.4,order,0.8000000000000002,6965.25,6473.75,0.0060,0.0013,491.5,7.592199266267613,0.2164501290143305
5,100,100,elitist,insert,0.6000000000000001,order,0.8000000000000002,6965.25,6473.75,0.0063,0.0013,491.5,7.592199266267613,0.2057117331924847
5,100,100,elitist,insert,0.8000000000000002,order,0.8000000000000002,6965.25,6473.75,0.0059,0.0013,491.5,7.592199266267613,0.21904130478447756
5,100,100,elitist,scramble,0.4,pmx,0.4,7168.25,6473.75,0.0045,0.0013,694.5,10.727939756709787,0.2872659606975396
5,100,100,elitist,scramble,0.6000000000000001,pmx,0.4,7119.75,6473.75,0.0045,0.0013,646.0,9.97876037845144,0.28441892441708827
5,100,100,elitist,scramble,0.8000000000000002,pmx,0.4,7289.75,6473.75,0.0046,0.0013,816.0,12.604749951728138,0.27873403537470604
5,100,100,elitist,scramble,0.4,pmx,0.6000000000000001,6965.25,6473.75,0.0054,0.0013,491.5,7.592199266267613,0.23706935652173913
5,100,100,elitist,scramble,0.6000000000000001,pmx,0.6000000000000001,7109.75,6473.75,0.0052,0.0013,636.0,9.824290403552808,0.24674609466920083
5,100,100,elitist,scramble,0.8000000000000002,pmx,0.6000000000000001,7109.75,6473.75,0.0060,0.0013,636.0,9.824290403552808,0.21446645689112648
5,100,100,elitist,scramble,0.4,pmx,0.8000000000000002,7119.75,6473.75,0.0062,0.0013,646.0,9.97876037845144,0.20768626495010284
5,100,100,elitist,scramble,0.6000000000000001,pmx,0.8000000000000002,6857.75,6473.75,0.0069,0.0013,384.0,5.93164703610735,0.18601286801078018
5,100,100,elitist,scramble,0.8000000000000002,pmx,0.8000000000000002,6880.25,6473.75,0.0067,0.0013,406.5,6.279204479629271,0.19139300080732913
5,100,100,elitist,scramble,0.4,order,0.4,7168.25,6473.75,0.0046,0.0013,694.5,10.727939756709787,0.27927654169227617
5,100,100,elitist,scramble,0.6000000000000001,order,0.4,7343.75,6473.75,0.0044,0.0013,870.0,13.438887816180724,0.2936871270063557
5,100,100,elitist,scramble,0.8000000000000002,order,0.4,7253.75,6473.75,0.0042,0.0013,780.0,12.048658042093066,0.30927936471922857
5,100,100,elitist,scramble,0.4,order,0.6000000000000001,7119.75,6473.75,0.0055,0.0013,646.0,9.97876037845144,0.2362885768764084
5,100,100,elitist,scramble,0.6000000000000001,order,0.6000000000000001,7089.75,6473.75,0.0049,0.0013,616.0,9.515350453755545,0.26160318572182506
5,100,100,elitist,scramble,0.8000000000000002,order,0.6000000000000001,7168.25,6473.75,0.0050,0.0013,694.5,10.727939756709787,0.25763538083538084
5,100,100,elitist,scramble,0.4,order,0.8000000000000002,6965.25,6473.75,0.0063,0.0013,491.5,7.592199266267613,0.20588261591904544
5,100,100,elitist,scramble,0.6000000000000001,order,0.8000000000000002,6880.25,6473.75,0.0060,0.0013,406.5,6.279204479629271,0.21312520325203252
5,100,100,elitist,scramble,0.8000000000000002,order,0.8000000000000002,6880.25,6473.75,0.0062,0.0013,406.5,6.279204479629271,0.20956205849571466
5,100,100,elitist,reverse,0.4,pmx,0.4,7184.25,6473.75,0.0047,0.0013,710.5,10.975091716547595,0.271638280276989
5,100,100,elitist,reverse,0.6000000000000001,pmx,0.4,7184.25,6473.75,0.0041,0.0013,710.5,10.975091716547595,0.3135116835326587
5,100,100,elitist,reverse,0.8000000000000002,pmx,0.4,7244.25,6473.75,0.0042,0.0013,770.5,11.901911565939372,0.30241792567942316
5,100,100,elitist,reverse,0.4,pmx,0.6000000000000001,6929.25,6473.75,0.0053,0.0013,455.5,7.036107356632556,0.24214384936495248
5,100,100,elitist,reverse,0.6000000000000001,pmx,0.6000000000000001,6929.25,6473.75,0.0053,0.0013,455.5,7.036107356632556,0.2427151212997997
5,100,100,elitist,reverse,0.8000000000000002,pmx,0.6000000000000001,6857.75,6473.75,0.0051,0.0013,384.0,5.93164703610735,0.2544374801679888
5,100,100,elitist,reverse,0.4,pmx,0.8000000000000002,6880.25,6473.75,0.0066,0.0013,406.5,6.279204479629271,0.19668837746194356
5,100,100,elitist,reverse,0.6000000000000001,pmx,0.8000000000000002,6965.25,6473.75,0.0060,0.0013,491.5,7.592199266267613,0.21543244567364678
5,100,100,elitist,reverse,0.8000000000000002,pmx,0.8000000000000002,6965.25,6473.75,0.0063,0.0013,491.5,7.592199266267613,0.20330332587621178
5,100,100,elitist,reverse,0.4,order,0.4,7349.25,6473.75,0.0044,0.0013,875.5,13.523846302374977,0.2923800311008633
5,100,100,elitist,reverse,0.6000000000000001,order,0.4,7217.25,6473.75,0.0043,0.0013,743.5,11.484842633713072,0.30211631205673756
5,100,100,elitist,reverse,0.8000000000000002,order,0.4,7289.75,6473.75,0.0039,0.0013,816.0,12.604749951728138,0.3328812698412698
5,100,100,elitist,reverse,0.4,order,0.6000000000000001,7029.75,6473.75,0.0057,0.0013,556.0,8.588530604363783,0.22691727495942401
5,100,100,elitist,reverse,0.6000000000000001,order,0.6000000000000001,7109.75,6473.75,0.0153,0.0013,636.0,9.824290403552808,0.08478611724459648
5,100,100,elitist,reverse,0.8000000000000002,order,0.6000000000000001,7184.25,6473.75,0.0050,0.0013,710.5,10.975091716547595,0.25938800247371674
5,100,100,elitist,reverse,0.4,order,0.8000000000000002,7119.75,6473.75,0.0060,0.0013,646.0,9.97876037845144,0.21383564845680222
5,100,100,elitist,reverse,0.6000000000000001,order,0.8000000000000002,6671.75,6473.75,0.0065,0.0013,198.0,3.0585055029928583,0.19745048705413723
5,100,100,elitist,reverse,0.8000000000000002,order,0.8000000000000002,6929.25,6473.75,0.0061,0.0013,455.5,7.036107356632556,0.2130169629253428
5,100,200,elitist,swap,0.4,pmx,0.4,7253.75,6473.75,0.0095,0.0013,780.0,12.048658042093066,0.13563332255416533
5,100,200,elitist,swap,0.6000000000000001,pmx,0.4,7289.75,6473.75,0.0087,0.0013,816.0,12.604749951728138,0.1489617309583652
5,100,200,elitist,swap,0.8000000000000002,pmx,0.4,7244.25,6473.75,0.0084,0.0013,770.5,11.901911565939372,0.15296942628699678
5,100,200,elitist,swap,0.4,pmx,0.6000000000000001,6965.25,6473.75,0.0119,0.0013,491.5,7.592199266267613,0.10905408508170163
5,100,200,elitist,swap,0.6000000000000001,pmx,0.6000000000000001,6965.25,6473.75,0.0105,0.0013,491.5,7.592199266267613,0.12286707828203162
5,100,200,elitist,swap,0.8000000000000002,pmx,0.6000000000000001,7029.75,6473.75,0.0102,0.0013,556.0,8.588530604363783,0.12699651100500756
5,100,200,elitist,swap,0.4,pmx,0.8000000000000002,6801.75,6473.75,0.0131,0.0013,328.0,5.066615176675029,0.09863416363669253
5,100,200,elitist,swap,0.6000000000000001,pmx,0.8000000000000002,6860.25,6473.75,0.0118,0.0013,386.5,5.970264529832008,0.10943272990005218
5,100,200,elitist,swap,0.8000000000000002,pmx,0.8000000000000002,6880.25,6473.75,0.0120,0.0013,406.5,6.279204479629271,0.1078312542024285
5,100,200,elitist,swap,0.4,order,0.4,7253.75,6473.75,0.0090,0.0013,780.0,12.048658042093066,0.14308269129841503
5,100,200,elitist,swap,0.6000000000000001,order,0.4,7289.75,6473.75,0.0085,0.0013,816.0,12.604749951728138,0.15254147992726255
5,100,200,elitist,swap,0.8000000000000002,order,0.4,7349.25,6473.75,0.0081,0.0013,875.5,13.523846302374977,0.15860249570959015
5,100,200,elitist,swap,0.4,order,0.6000000000000001,7029.75,6473.75,0.0106,0.0013,556.0,8.588530604363783,0.12169070011382149
5,100,200,elitist,swap,0.6000000000000001,order,0.6000000000000001,7109.75,6473.75,0.0101,0.0013,636.0,9.824290403552808,0.12763266777463073
5,100,200,elitist,swap,0.8000000000000002,order,0.6000000000000001,7109.75,6473.75,0.0094,0.0013,636.0,9.824290403552808,0.13764661096104813
5,100,200,elitist,swap,0.4,order,0.8000000000000002,6965.25,6473.75,0.0122,0.0013,491.5,7.592199266267613,0.10628840545808967
5,100,200,elitist,swap,0.6000000000000001,order,0.8000000000000002,7029.75,6473.75,0.0122,0.0013,556.0,8.588530604363783,0.10570937360656055
5,100,200,elitist,swap,0.8000000000000002,order,0.8000000000000002,6929.25,6473.75,0.0115,0.0013,455.5,7.036107356632556,0.11244782841823056
5,100,200,elitist,insert,0.4,pmx,0.4,7251.75,6473.75,0.0091,0.0013,778.0,12.017764047113346,0.14280912495743955
5,100,200,elitist,insert,0.6000000000000001,pmx,0.4,7323.75,6473.75,0.0089,0.0013,850.0,13.129947866383475,0.14502740112242998
5,100,200,elitist,insert,0.8000000000000002,pmx,0.4,7253.75,6473.75,0.0082,0.0013,780.0,12.048658042093066,0.15731211448025156
5,100,200,elitist,insert,0.4,pmx,0.6000000000000001,7244.25,6473.75,0.0112,0.0013,770.5,11.901911565939372,0.1157245834836683
5,100,200,elitist,insert,0.6000000000000001,pmx,0.6000000000000001,7089.75,6473.75,0.0112,0.0013,616.0,9.515350453755545,0.11595345355563116
5,100,200,elitist,insert,0.8000000000000002,pmx,0.6000000000000001,6929.25,6473.75,0.0129,0.0013,455.5,7.036107356632556,0.1003292766850056
5,100,200,elitist,insert,0.4,pmx,0.8000000000000002,6880.25,6473.75,0.0143,0.0013,406.5,6.279204479629271,0.09063640020612045
5,100,200,elitist,insert,0.6000000000000001,pmx,0.8000000000000002,6860.25,6473.75,0.0135,0.0013,386.5,5.970264529832008,0.09613518107126486
5,100,200,elitist,insert,0.8000000000000002,pmx,0.8000000000000002,6929.25,6473.75,0.0118,0.0013,455.5,7.036107356632556,0.10957787781350482
5,100,200,elitist,insert,0.4,order,0.4,7289.75,6473.75,0.0090,0.0013,816.0,12.604749951728138,0.14378827562564278
5,100,200,elitist,insert,0.6000000000000001,order,0.4,7289.75,6473.75,0.0085,0.0013,816.0,12.604749951728138,0.1513222657008853
5,100,200,elitist,insert,0.8000000000000002,order,0.4,7253.75,6473.75,0.0079,0.0013,780.0,12.048658042093066,0.1628564021385263
5,100,200,elitist,insert,0.4,order,0.6000000000000001,7089.75,6473.75,0.0115,0.0013,616.0,9.515350453755545,0.11238756698821006
5,100,200,elitist,insert,0.6000000000000001,order,0.6000000000000001,7119.75,6473.75,0.0100,0.0013,646.0,9.97876037845144,0.1298175134517404
5,100,200,elitist,insert,0.8000000000000002,order,0.6000000000000001,7089.75,6473.75,0.0100,0.0013,616.0,9.515350453755545,0.1287781393920786
5,100,200,elitist,insert,0.4,order,0.8000000000000002,7109.75,6473.75,0.0227,0.0013,636.0,9.824290403552808,0.057221064120054566
5,100,200,elitist,insert,0.6000000000000001,order,0.8000000000000002,7119.75,6473.75,0.0124,0.0013,646.0,9.97876037845144,0.10470859161961824
5,100,200,elitist,insert,0.8000000000000002,order,0.8000000000000002,6965.25,6473.75,0.0117,0.0013,491.5,7.592199266267613,0.11026927681604917
5,100,200,elitist,scramble,0.4,pmx,0.4,7184.25,6473.75,0.0091,0.0013,710.5,10.975091716547595,0.14245095488152154
5,100,200,elitist,scramble,0.6000000000000001,pmx,0.4,7251.75,6473.75,0.0088,0.0013,778.0,12.017764047113346,0.14640983835454593
5,100,200,elitist,scramble,0.8000000000000002,pmx,0.4,7184.25,6473.75,0.0081,0.0013,710.5,10.975091716547595,0.15857020880590939
5,100,200,elitist,scramble,0.4,pmx,0.6000000000000001,6929.25,6473.75,0.0109,0.0013,455.5,7.036107356632556,0.11863784160139251
5,100,200,elitist,scramble,0.6000000000000001,pmx,0.6000000000000001,6965.25,6473.75,0.0109,0.0013,491.5,7.592199266267613,0.11877222270628213
5,100,200,elitist,scramble,0.8000000000000002,pmx,0.6000000000000001,7109.75,6473.75,0.0099,0.0013,636.0,9.824290403552808,0.1300559379844961
5,100,200,elitist,scramble,0.4,pmx,0.8000000000000002,6880.25,6473.75,0.0131,0.0013,406.5,6.279204479629271,0.09895278297007422
5,100,200,elitist,scramble,0.6000000000000001,pmx,0.8000000000000002,7029.75,6473.75,0.0124,0.0013,556.0,8.588530604363783,0.10416450540633476
5,100,200,elitist,scramble,0.8000000000000002,pmx,0.8000000000000002,6880.25,6473.75,0.0121,0.0013,406.5,6.279204479629271,0.10661052302277838
5,100,200,elitist,scramble,0.4,order,0.4,7349.25,6473.75,0.0092,0.0013,875.5,13.523846302374977,0.1409230641993177
5,100,200,elitist,scramble,0.6000000000000001,order,0.4,7343.75,6473.75,0.0090,0.0013,870.0,13.438887816180724,0.1433497699608276
5,100,200,elitist,scramble,0.8000000000000002,order,0.4,7325.75,6473.75,0.0088,0.0013,852.0,13.160841861363195,0.14678031657155163
